
mysql> select * from phrase_attempts;
+------+-----------+---------------------+------------------+
| id   | phrase_id | created_on          | correct          |
|  472 |       225 | 2025-02-16 12:57:43 | 0x01             |
|  473 |         3 | 2025-02-16 12:57:50 | 0x01             |
|  474 |        21 | 2025-02-16 12:57:52 | 0x01             |
|  475 |        16 | 2025-02-16 12:57:58 | 0x01             |
|  476 |       430 | 2025-02-16 12:58:15 | 0x00             |
|  477 |       317 | 2025-02-16 12:58:19 | 0x01             |
|  478 |       149 | 2025-02-16 12:58:23 | 0x01             |
|  479 |       121 | 2025-02-16 12:58:25 | 0x01             |
|  480 |        17 | 2025-02-16 12:58:28 | 0x01             |
|  481 |       123 | 2025-02-16 12:58:33 | 0x01             |
|  482 |        16 | 2025-02-16 12:58:37 | 0x01             |
|  483 |       430 | 2025-02-16 12:58:43 | 0x01             |
|  484 |        23 | 2025-02-16 12:58:47 | 0x01             |
|  485 |       430 | 2025-02-16 12:58:50 | 0x01             |
|  486 |       123 | 2025-02-16 12:58:51 | 0x01             |
|  487 |       149 | 2025-02-16 12:58:54 | 0x01             |
|  488 |       310 | 2025-02-16 12:59:11 | 0x00             |
|  489 |        38 | 2025-02-16 12:59:21 | 0x00             |
|  490 |        81 | 2025-02-16 12:59:25 | 0x01             |
|  491 |        19 | 2025-02-16 12:59:29 | 0x01             |
|  492 |       231 | 2025-02-16 13:07:59 | 0x01             |
|  493 |         3 | 2025-02-16 13:08:04 | 0x01             |
|  494 |       303 | 2025-02-16 13:08:14 | 0x01             |
|  495 |       515 | 2025-02-16 13:08:20 | 0x00             |
|  496 |        52 | 2025-02-16 13:11:17 | 0x00             |
|  497 |       303 | 2025-02-16 13:11:22 | 0x01             |
|  498 |         3 | 2025-02-16 13:11:28 | 0x01             |
|  499 |       225 | 2025-02-16 13:11:34 | 0x01             |
|  500 |       149 | 2025-02-16 13:11:35 | 0x01             |
|  501 |        27 | 2025-02-16 13:11:38 | 0x01             |
|  502 |       225 | 2025-02-16 13:11:43 | 0x01             |
|  503 |        28 | 2025-02-16 13:11:46 | 0x01             |
|  504 |        19 | 2025-02-16 13:11:51 | 0x01             |
|  505 |       430 | 2025-02-16 13:42:20 | 0x01             |
|  506 |       274 | 2025-02-16 13:42:23 | 0x01             |
|  507 |        38 | 2025-02-16 13:42:35 | 0x00             |
|  508 |        16 | 2025-02-16 15:28:39 | 0x01             |
|  509 |       274 | 2025-02-16 15:28:42 | 0x01             |
|  510 |       225 | 2025-02-16 15:28:48 | 0x01             |
|  511 |       339 | 2025-02-16 15:29:00 | 0x01             |
|  512 |        15 | 2025-02-16 15:29:03 | 0x01             |
|  513 |       231 | 2025-02-16 15:29:09 | 0x01             |
|  514 |       225 | 2025-02-16 16:52:31 | 0x01             |
|  515 |         6 | 2025-02-16 16:52:34 | 0x01             |
|  516 |        27 | 2025-02-16 16:52:39 | 0x01             |
|  517 |       121 | 2025-02-16 16:52:42 | 0x01             |
|  518 |        38 | 2025-02-16 21:36:50 | 0x00             |
|  519 |       339 | 2025-02-16 21:36:59 | 0x01             |
|  520 |       512 | 2025-02-16 21:37:05 | 0x00             |
|  521 |       310 | 2025-02-17 10:07:38 | 0x01             |
|  522 |       225 | 2025-02-17 10:07:43 | 0x01             |
|  523 |       430 | 2025-02-17 10:19:56 | 0x01             |
|  524 |         7 | 2025-02-17 10:20:04 | 0x01             |
|  525 |       274 | 2025-02-17 10:20:07 | 0x01             |
|  526 |        23 | 2025-02-17 10:20:10 | 0x01             |
|  527 |       303 | 2025-02-17 10:20:15 | 0x01             |
|  528 |       515 | 2025-02-17 10:20:21 | 0x01             |
|  529 |       149 | 2025-02-17 10:20:25 | 0x01             |
|  530 |       430 | 2025-02-17 10:20:32 | 0x01             |
|  531 |       437 | 2025-02-17 14:09:12 | 0x00             |
|  532 |        19 | 2025-02-17 14:10:39 | 0x01             |
|  533 |       310 | 2025-02-17 14:10:49 | 0x01             |
|  534 |       375 | 2025-02-17 14:10:57 | 0x00             |
|  535 |       317 | 2025-02-17 18:59:37 | 0x01             |
|  536 |        38 | 2025-02-17 18:59:46 | 0x01             |
|  537 |       515 | 2025-02-17 19:12:30 | 0x01             |
|  538 |       117 | 2025-02-17 20:58:05 | 0x00             |
|  539 |       515 | 2025-02-17 21:29:44 | 0x01             |
|  540 |        10 | 2025-02-17 21:30:00 | 0x01             |
|  541 |        81 | 2025-02-18 09:18:14 | 0x01             |
|  542 |       303 | 2025-02-18 10:35:55 | 0x01             |
|  543 |       512 | 2025-02-18 10:36:03 | 0x00             |
|  544 |       317 | 2025-02-18 10:36:17 | 0x00             |
|  545 |       437 | 2025-02-18 10:36:23 | 0x00             |
|  546 |       225 | 2025-02-18 10:36:27 | 0x01             |
|  547 |        11 | 2025-02-18 10:36:33 | 0x01             |
|  548 |       123 | 2025-02-18 10:36:36 | 0x01             |
|  549 |       515 | 2025-02-18 10:36:44 | 0x00             |
|  550 |       430 | 2025-02-18 11:07:48 | 0x01             |
|  551 |       121 | 2025-02-18 11:07:50 | 0x01             |
|  552 |       117 | 2025-02-18 12:25:27 | 0x00             |
|  553 |       149 | 2025-02-18 12:25:30 | 0x01             |
|  554 |       310 | 2025-02-18 12:25:40 | 0x01             |
|  555 |       213 | 2025-02-18 12:25:53 | 0x00             |
|  556 |       339 | 2025-02-18 12:48:02 | 0x00             |
|  557 |       225 | 2025-02-18 12:50:01 | 0x01             |
|  558 |        81 | 2025-02-18 12:50:03 | 0x01             |
|  559 |       512 | 2025-02-18 12:50:09 | 0x00             |
|  560 |       310 | 2025-02-18 14:16:05 | 0x00             |
|  561 |       469 | 2025-02-18 22:19:37 | 0x00             |
|  562 |        80 | 2025-02-19 08:46:48 | 0x01             |
|  563 |       339 | 2025-02-19 10:27:21 | 0x01             |
|  564 |        17 | 2025-02-19 10:27:24 | 0x01             |
|  565 |       469 | 2025-02-19 10:27:37 | 0x00             |
|  566 |       515 | 2025-02-19 10:27:41 | 0x01             |
|  567 |        81 | 2025-02-19 10:27:43 | 0x01             |
|  568 |       339 | 2025-02-19 10:38:42 | 0x01             |
|  569 |       123 | 2025-02-19 10:38:44 | 0x01             |
|  570 |        21 | 2025-02-19 10:38:50 | 0x01             |
|  571 |       213 | 2025-02-19 10:38:57 | 0x01             |
|  572 |        41 | 2025-02-19 10:39:02 | 0x00             |
|  573 |       375 | 2025-02-19 10:39:07 | 0x00             |
|  574 |       515 | 2025-02-19 10:40:43 | 0x01             |
|  575 |        41 | 2025-02-19 10:40:48 | 0x01             |
|  576 |       437 | 2025-02-19 10:40:57 | 0x01             |
|  577 |       149 | 2025-02-19 10:41:01 | 0x01             |
|  578 |       310 | 2025-02-19 10:41:12 | 0x01             |
|  579 |       213 | 2025-02-19 10:41:23 | 0x01             |
|  580 |       375 | 2025-02-19 11:57:01 | 0x01             |
|  581 |        15 | 2025-02-19 12:52:02 | 0x01             |
|  582 |       317 | 2025-02-19 13:47:49 | 0x01             |
|  583 |       437 | 2025-02-19 17:11:08 | 0x00             |
|  584 |       213 | 2025-02-19 17:11:14 | 0x01             |
|  585 |       375 | 2025-02-19 17:11:23 | 0x01             |
|  586 |       287 | 2025-02-19 17:11:42 | 0x00             |
|  587 |        41 | 2025-02-19 17:11:57 | 0x00             |
|  588 |       469 | 2025-02-19 18:45:23 | 0x01             |
|  589 |        41 | 2025-02-20 11:28:07 | 0x01             |
|  590 |       123 | 2025-02-20 11:28:09 | 0x01             |
|  591 |        16 | 2025-02-20 11:28:12 | 0x01             |
|  592 |       117 | 2025-02-20 11:28:23 | 0x00             |
|  593 |       213 | 2025-02-20 11:28:30 | 0x01             |
|  594 |        21 | 2025-02-20 11:28:38 | 0x01             |
|  595 |       123 | 2025-02-20 11:28:43 | 0x01             |
|  596 |        38 | 2025-02-20 11:28:53 | 0x01             |
|  597 |       310 | 2025-02-20 11:29:04 | 0x01             |
|  598 |       210 | 2025-02-20 11:29:16 | 0x00             |
|  599 |       117 | 2025-02-20 11:29:30 | 0x00             |
|  600 |        10 | 2025-02-20 11:29:35 | 0x01             |
|  601 |       317 | 2025-02-20 11:29:49 | 0x01             |
|  602 |        41 | 2025-02-20 11:29:51 | 0x01             |
|  603 |       375 | 2025-02-20 11:29:57 | 0x01             |
|  604 |       117 | 2025-02-20 11:30:02 | 0x00             |
|  605 |       512 | 2025-02-20 11:30:16 | 0x00             |
|  606 |        14 | 2025-02-20 11:30:22 | 0x01             |
|  607 |       310 | 2025-02-20 11:30:29 | 0x01             |
|  608 |       512 | 2025-02-20 11:30:33 | 0x01             |
|  609 |       469 | 2025-02-20 11:30:50 | 0x00             |
|  610 |       149 | 2025-02-20 11:30:54 | 0x01             |
|  611 |       515 | 2025-02-20 11:30:59 | 0x01             |
|  612 |        80 | 2025-02-20 11:31:02 | 0x01             |
|  613 |       430 | 2025-02-20 11:31:17 | 0x00             |
|  614 |       515 | 2025-02-20 12:14:41 | 0x00             |
|  615 |       213 | 2025-02-20 12:14:46 | 0x01             |
|  616 |       375 | 2025-02-20 12:14:55 | 0x01             |
|  617 |        52 | 2025-02-20 12:15:00 | 0x00             |
|  618 |       213 | 2025-02-20 12:15:04 | 0x01             |
|  619 |        19 | 2025-02-20 12:15:06 | 0x01             |
|  620 |       430 | 2025-02-20 12:15:21 | 0x00             |
|  621 |       303 | 2025-02-20 21:39:30 | 0x01             |
|  622 |        80 | 2025-02-20 21:39:36 | 0x01             |
|  623 |        16 | 2025-02-20 21:39:38 | 0x01             |
|  624 |       437 | 2025-02-20 21:39:45 | 0x00             |
|  625 |       339 | 2025-02-20 21:40:14 | 0x01             |
|  626 |       210 | 2025-02-21 08:47:01 | 0x00             |
|  627 |       375 | 2025-02-21 08:47:05 | 0x01             |
|  628 |        38 | 2025-02-21 09:02:02 | 0x01             |
|  629 |       512 | 2025-02-21 09:02:06 | 0x01             |
|  630 |         2 | 2025-02-21 09:02:23 | 0x01             |
|  631 |       469 | 2025-02-21 09:02:32 | 0x00             |
|  632 |        41 | 2025-02-21 09:02:36 | 0x01             |
|  633 |       210 | 2025-02-21 09:02:42 | 0x01             |
|  634 |       515 | 2025-02-25 14:30:51 | 0x01             |
|  635 |       123 | 2025-02-25 14:30:53 | 0x01             |
|  636 |        38 | 2025-02-25 14:31:04 | 0x00             |
|  637 |        80 | 2025-02-25 14:31:17 | 0x01             |
|  638 |        15 | 2025-02-25 14:31:18 | 0x01             |
|  639 |        38 | 2025-02-25 22:03:47 | 0x01             |
|  640 |        41 | 2025-02-25 22:44:50 | 0x01             |
|  641 |       515 | 2025-02-25 22:44:54 | 0x01             |
|  642 |       121 | 2025-02-26 19:57:20 | 0x01             |
|  643 |       430 | 2025-02-26 19:57:26 | 0x00             |
|  644 |       469 | 2025-02-26 19:57:31 | 0x00             |
|  645 |        38 | 2025-02-26 21:31:39 | 0x01             |
|  646 |       437 | 2025-02-26 21:31:42 | 0x00             |
|  647 |        13 | 2025-02-26 21:40:00 | 0x00             |
|  648 |       515 | 2025-02-26 21:49:12 | 0x01             |
|  649 |        80 | 2025-02-27 09:46:55 | 0x01             |
|  650 |       310 | 2025-02-27 10:26:31 | 0x01             |
|  651 |        13 | 2025-02-27 10:26:39 | 0x01             |
|  652 |        28 | 2025-02-27 10:26:45 | 0x01             |
|  653 |       339 | 2025-02-27 10:26:55 | 0x00             |
|  654 |        52 | 2025-02-27 10:27:00 | 0x00             |
|  655 |       437 | 2025-02-27 10:27:09 | 0x00             |
|  656 |       310 | 2025-02-27 10:27:16 | 0x01             |
|  657 |        16 | 2025-02-27 10:27:20 | 0x01             |
|  658 |       310 | 2025-02-27 10:41:46 | 0x01             |
|  659 |        12 | 2025-02-27 10:41:50 | 0x01             |
|  660 |       469 | 2025-02-27 16:41:32 | 0x00             |
|  661 |        52 | 2025-02-27 16:41:37 | 0x00             |
|  662 |        41 | 2025-02-27 16:41:40 | 0x00             |
|  663 |       375 | 2025-02-27 16:41:49 | 0x01             |
|  664 |       469 | 2025-02-27 16:41:55 | 0x00             |
|  665 |         6 | 2025-02-27 16:41:58 | 0x01             |
|  666 |       310 | 2025-02-27 16:42:06 | 0x01             |
|  667 |        41 | 2025-02-27 16:42:09 | 0x01             |
|  668 |       430 | 2025-02-27 16:42:20 | 0x01             |
|  669 |         3 | 2025-02-27 16:42:29 | 0x01             |
|  670 |       213 | 2025-02-27 16:42:36 | 0x01             |
|  671 |       339 | 2025-02-27 16:42:48 | 0x01             |
|  672 |       310 | 2025-02-27 16:42:55 | 0x01             |
|  673 |       317 | 2025-02-27 16:43:02 | 0x01             |
|  674 |       287 | 2025-02-27 16:43:16 | 0x01             |
|  675 |       210 | 2025-02-27 16:43:27 | 0x01             |
|  676 |       287 | 2025-02-27 16:43:33 | 0x01             |
|  677 |       287 | 2025-03-04 11:02:30 | 0x01             |
|  678 |       515 | 2025-03-04 11:02:33 | 0x01             |
|  679 |       469 | 2025-03-04 11:02:52 | 0x00             |
|  680 |       213 | 2025-03-04 11:03:05 | 0x01             |
|  681 |        38 | 2025-03-04 11:03:22 | 0x01             |
|  682 |       149 | 2025-03-04 11:03:26 | 0x01             |
|  683 |        38 | 2025-03-04 11:03:31 | 0x01             |
|  684 |       515 | 2025-03-04 11:04:20 | 0x01             |
|  685 |        23 | 2025-03-04 11:04:26 | 0x01             |
|  686 |       437 | 2025-03-04 11:06:59 | 0x00             |
|  687 |        80 | 2025-03-04 11:07:02 | 0x01             |
|  688 |       375 | 2025-03-04 11:07:07 | 0x01             |
|  689 |        18 | 2025-03-04 11:10:08 | 0x01             |
|  690 |       117 | 2025-03-04 13:14:28 | 0x01             |
|  691 |       430 | 2025-03-04 14:02:58 | 0x00             |
|  692 |       512 | 2025-03-04 14:03:02 | 0x01             |
|  693 |       210 | 2025-03-04 14:03:07 | 0x01             |
|  694 |        52 | 2025-03-05 19:37:35 | 0x00             |
|  695 |       274 | 2025-03-05 19:39:15 | 0x01             |
|  696 |       469 | 2025-03-06 15:37:11 | 0x01             |
|  697 |       515 | 2025-03-06 15:54:58 | 0x01             |
|  698 |       375 | 2025-03-06 16:01:35 | 0x01             |
|  699 |        27 | 2025-03-06 16:01:40 | 0x01             |
|  700 |       123 | 2025-03-06 19:18:06 | 0x01             |
|  701 |       287 | 2025-03-07 22:40:20 | 0x01             |
|  702 |       469 | 2025-03-07 22:40:21 | 0x01             |
|  703 |        38 | 2025-03-07 22:40:26 | 0x00             |
|  704 |        19 | 2025-03-07 22:40:30 | 0x01             |
|  705 |       274 | 2025-03-07 22:40:37 | 0x01             |
|  706 |        52 | 2025-03-07 22:40:44 | 0x00             |
|  707 |       123 | 2025-03-07 22:40:46 | 0x01             |
|  708 |        28 | 2025-03-07 22:40:51 | 0x01             |
|  709 |       437 | 2025-03-07 22:41:02 | 0x00             |
|  710 |        80 | 2025-03-07 22:41:05 | 0x01             |
|  711 |       375 | 2025-03-07 22:41:11 | 0x01             |
|  712 |       210 | 2025-03-21 20:02:57 | 0x01             |
|  713 |        12 | 2025-03-21 20:21:11 | 0x01             |
|  714 |       274 | 2025-03-21 22:10:02 | 0x00             |
|  715 |       430 | 2025-03-21 22:30:21 | 0x01             |
|  716 |        41 | 2025-03-22 11:09:38 | 0x01             |
|  717 |       339 | 2025-03-22 11:09:54 | 0x01             |
|  718 |       430 | 2025-03-22 12:23:05 | 0x01             |
|  719 |        18 | 2025-03-22 12:23:08 | 0x01             |
|  720 |       123 | 2025-03-22 12:23:10 | 0x01             |
|  721 |       437 | 2025-03-22 13:54:10 | 0x01             |
|  722 |       317 | 2025-03-22 13:54:22 | 0x01             |
|  723 |       317 | 2025-03-22 13:54:27 | 0x01             |
|  724 |         4 | 2025-03-22 13:54:32 | 0x01             |
|  725 |        41 | 2025-03-22 13:54:34 | 0x01             |
|  726 |       264 | 2025-03-22 15:10:12 | 0x01             |
|  727 |        38 | 2025-03-22 16:43:26 | 0x00             |
|  728 |       117 | 2025-03-22 16:43:32 | 0x00             |
|  729 |        52 | 2025-03-22 16:46:45 | 0x00             |
|  730 |       515 | 2025-03-22 16:46:49 | 0x01             |
|  731 |       210 | 2025-03-24 12:23:55 | 0x01             |
|  732 |       430 | 2025-03-24 12:23:59 | 0x01             |
|  733 |       213 | 2025-03-24 12:24:03 | 0x01             |
|  734 |       287 | 2025-03-24 12:24:14 | 0x01             |
|  735 |        38 | 2025-03-24 12:24:20 | 0x01             |
|  736 |        14 | 2025-03-24 12:24:24 | 0x01             |
|  737 |       310 | 2025-03-24 14:33:33 | 0x01             |
|  738 |       210 | 2025-03-24 14:33:47 | 0x01             |
|  739 |        80 | 2025-03-24 14:33:52 | 0x01             |
|  740 |       339 | 2025-03-24 17:12:38 | 0x01             |
|  741 |        11 | 2025-03-24 17:19:34 | 0x01             |
|  742 |       317 | 2025-03-24 17:23:36 | 0x01             |
|  743 |       512 | 2025-03-24 17:23:42 | 0x01             |
|  744 |       210 | 2025-03-24 17:23:47 | 0x01             |
|  745 |       469 | 2025-03-24 17:23:58 | 0x00             |
|  746 |        27 | 2025-03-24 17:24:02 | 0x01             |
|  747 |       360 | 2025-03-24 19:37:24 | 0x00             |
|  748 |       287 | 2025-03-24 19:37:37 | 0x01             |
|  749 |       512 | 2025-03-24 19:37:42 | 0x01             |
|  750 |       121 | 2025-03-24 19:37:44 | 0x01             |
|  751 |        41 | 2025-03-24 19:37:48 | 0x01             |
|  752 |       515 | 2025-03-24 19:37:49 | 0x01             |
|  753 |       210 | 2025-03-24 19:37:56 | 0x01             |
|  754 |       339 | 2025-03-24 19:38:07 | 0x01             |
|  755 |       437 | 2025-03-24 19:38:16 | 0x00             |
|  756 |        28 | 2025-03-24 19:38:18 | 0x01             |
|  757 |       360 | 2025-03-24 19:38:28 | 0x01             |
|  758 |        13 | 2025-03-24 19:38:37 | 0x00             |
|  759 |        80 | 2025-03-24 19:38:44 | 0x01             |
|  760 |       430 | 2025-03-25 09:26:13 | 0x01             |
|  761 |       480 | 2025-03-25 09:26:50 | 0x00             |
|  762 |       437 | 2025-03-25 09:26:55 | 0x00             |
|  763 |         9 | 2025-03-25 09:27:00 | 0x01             |
|  764 |       512 | 2025-03-25 09:27:03 | 0x01             |
|  765 |        52 | 2025-03-25 09:27:13 | 0x01             |
|  766 |       287 | 2025-03-25 09:27:19 | 0x01             |
|  767 |       360 | 2025-03-25 11:18:28 | 0x01             |
|  768 |       430 | 2025-03-25 13:06:56 | 0x01             |
|  769 |        52 | 2025-03-25 13:07:00 | 0x01             |
|  770 |       210 | 2025-03-25 13:07:05 | 0x01             |
|  771 |        27 | 2025-03-25 13:07:11 | 0x01             |
|  772 |       512 | 2025-03-25 13:07:14 | 0x01             |
|  773 |       515 | 2025-03-25 13:07:19 | 0x01             |
|  774 |        17 | 2025-03-25 13:07:22 | 0x01             |
|  775 |       377 | 2025-03-25 13:07:29 | 0x01             |
|  776 |       469 | 2025-03-25 17:45:53 | 0x00             |
|  777 |       510 | 2025-03-25 17:45:58 | 0x00             |
|  778 |       274 | 2025-03-25 17:46:03 | 0x01             |
|  779 |        13 | 2025-03-25 17:47:33 | 0x01             |
|  780 |       360 | 2025-03-26 10:40:53 | 0x01             |
|  781 |       437 | 2025-03-26 11:30:28 | 0x01             |
|  782 |       512 | 2025-03-26 11:30:30 | 0x01             |
|  783 |       430 | 2025-03-26 11:30:35 | 0x01             |
|  784 |       149 | 2025-03-26 11:30:40 | 0x01             |
|  785 |       274 | 2025-03-26 11:30:46 | 0x01             |
|  786 |       437 | 2025-03-26 13:24:45 | 0x01             |
|  787 |       303 | 2025-03-26 13:24:50 | 0x01             |
|  788 |       480 | 2025-03-26 13:24:57 | 0x00             |
|  789 |       512 | 2025-03-26 13:24:59 | 0x01             |
|  790 |       469 | 2025-03-26 13:50:57 | 0x00             |
|  791 |        15 | 2025-03-26 13:51:02 | 0x01             |
|  792 |       264 | 2025-03-26 13:53:02 | 0x01             |
|  793 |       469 | 2025-03-26 13:53:23 | 0x00             |
|  794 |        41 | 2025-03-26 13:53:25 | 0x01             |
|  795 |       274 | 2025-03-26 13:53:28 | 0x01             |
|  796 |       377 | 2025-03-26 13:53:33 | 0x01             |
|  797 |        38 | 2025-03-26 13:53:39 | 0x00             |
|  798 |        13 | 2025-03-26 13:53:46 | 0x01             |
|  799 |       117 | 2025-03-26 14:27:32 | 0x00             |
|  800 |       264 | 2025-03-26 16:03:51 | 0x01             |
|  801 |       339 | 2025-03-26 16:03:59 | 0x01             |
|  802 |       149 | 2025-03-26 16:04:06 | 0x01             |
|  803 |       317 | 2025-03-27 09:08:10 | 0x01             |
|  804 |       510 | 2025-03-27 09:08:10 | 0x00             |
|  805 |       480 | 2025-03-27 09:46:17 | 0x00             |
|  806 |        38 | 2025-03-27 09:46:24 | 0x01             |
|  807 |        80 | 2025-03-27 10:54:13 | 0x01             |
|  808 |       264 | 2025-03-27 17:02:59 | 0x01             |
|  809 |       430 | 2025-03-27 17:03:04 | 0x01             |
|  810 |        80 | 2025-03-27 17:03:07 | 0x01             |
|  811 |       437 | 2025-03-27 17:03:12 | 0x01             |
|  812 |       339 | 2025-03-27 17:03:21 | 0x01             |
|  813 |       377 | 2025-03-27 17:03:29 | 0x01             |
|  814 |       393 | 2025-03-28 17:58:58 | 0x00             |
|  815 |       274 | 2025-03-28 17:59:02 | 0x01             |
|  816 |       510 | 2025-03-28 17:59:06 | 0x00             |
|  817 |       303 | 2025-03-28 17:59:13 | 0x01             |
|  818 |        13 | 2025-03-28 17:59:20 | 0x01             |
|  819 |        38 | 2025-03-28 17:59:30 | 0x01             |
|  820 |        52 | 2025-03-28 17:59:38 | 0x01             |
|  821 |       287 | 2025-03-28 17:59:45 | 0x01             |
|  822 |        17 | 2025-03-28 17:59:48 | 0x01             |
|  823 |       509 | 2025-03-28 17:59:55 | 0x00             |
|  824 |       393 | 2025-03-28 18:00:00 | 0x00             |
|  825 |       317 | 2025-03-28 18:25:03 | 0x01             |
|  826 |        23 | 2025-03-28 18:48:18 | 0x01             |
|  827 |        41 | 2025-03-28 18:48:21 | 0x01             |
|  828 |       509 | 2025-03-28 18:48:24 | 0x00             |
|  829 |       510 | 2025-03-28 18:48:27 | 0x01             |
|  830 |       264 | 2025-03-28 22:01:13 | 0x00             |
|  831 |        38 | 2025-03-28 22:01:14 | 0x01             |
|  832 |       274 | 2025-03-28 22:13:41 | 0x01             |
|  833 |       510 | 2025-03-28 22:13:45 | 0x01             |
|  834 |       430 | 2025-03-28 22:13:51 | 0x01             |
|  835 |        52 | 2025-03-28 22:13:54 | 0x01             |
|  836 |        21 | 2025-03-28 22:13:58 | 0x01             |
|  837 |       377 | 2025-03-28 22:14:03 | 0x01             |
|  838 |       469 | 2025-03-29 11:01:52 | 0x01             |
|  839 |       510 | 2025-03-29 11:37:34 | 0x01             |
|  840 |       149 | 2025-03-29 12:07:18 | 0x01             |
|  841 |        38 | 2025-03-29 12:08:53 | 0x01             |
|  842 |       437 | 2025-03-29 12:08:59 | 0x01             |
|  843 |       360 | 2025-03-29 12:09:07 | 0x01             |
|  844 |       469 | 2025-03-29 12:49:02 | 0x00             |
|  845 |       360 | 2025-03-29 12:49:08 | 0x01             |
|  846 |       347 | 2025-03-29 12:49:22 | 0x00             |
|  847 |       377 | 2025-03-29 13:13:48 | 0x01             |
|  848 |       437 | 2025-03-29 13:13:56 | 0x00             |
|  849 |        14 | 2025-03-29 13:41:40 | 0x01             |
|  850 |       360 | 2025-03-29 17:21:02 | 0x01             |
|  851 |       287 | 2025-03-29 19:50:39 | 0x01             |
|  852 |       430 | 2025-03-29 19:50:39 | 0x01             |
|  853 |       317 | 2025-03-29 19:51:04 | 0x01             |
|  854 |        18 | 2025-03-29 19:51:08 | 0x01             |
|  855 |        13 | 2025-03-29 19:51:20 | 0x01             |
|  856 |       339 | 2025-03-29 21:33:29 | 0x01             |
|  857 |       145 | 2025-03-30 09:45:02 | 0x01             |
|  858 |       117 | 2025-03-30 09:45:08 | 0x00             |
|  859 |        10 | 2025-03-30 09:45:13 | 0x01             |
|  860 |        38 | 2025-03-30 09:45:23 | 0x00             |
|  861 |       264 | 2025-03-30 09:45:30 | 0x01             |
|  862 |       149 | 2025-03-30 15:45:13 | 0x01             |
|  863 |        52 | 2025-03-30 15:45:16 | 0x01             |
|  864 |       437 | 2025-03-30 15:45:22 | 0x01             |
|  865 |       347 | 2025-03-30 15:45:31 | 0x00             |
|  866 |       480 | 2025-03-30 15:45:43 | 0x00             |
|  867 |       116 | 2025-03-30 15:45:51 | 0x00             |
|  868 |       117 | 2025-03-30 15:45:58 | 0x01             |
|  869 |       360 | 2025-03-30 15:46:05 | 0x00             |
|  870 |       510 | 2025-03-30 15:46:08 | 0x01             |
|  871 |       274 | 2025-03-30 15:46:10 | 0x01             |
|  872 |         1 | 2025-03-30 15:46:13 | 0x01             |
|  873 |        41 | 2025-03-30 15:46:16 | 0x01             |
|  874 |       339 | 2025-03-30 15:49:35 | 0x01             |
|  875 |       274 | 2025-03-30 15:49:38 | 0x01             |
|  876 |       317 | 2025-03-30 15:49:41 | 0x01             |
|  877 |       480 | 2025-03-30 15:49:53 | 0x00             |
|  878 |       347 | 2025-03-30 15:50:04 | 0x00             |
|  879 |       510 | 2025-03-30 15:50:06 | 0x01             |
|  880 |        21 | 2025-03-30 15:50:12 | 0x01             |
|  881 |       509 | 2025-03-30 15:50:16 | 0x00             |
|  882 |       347 | 2025-03-30 20:06:22 | 0x01             |
|  883 |       510 | 2025-03-30 20:07:11 | 0x01             |
|  884 |       480 | 2025-03-31 07:48:46 | 0x00             |
|  885 |       264 | 2025-03-31 07:48:52 | 0x01             |
|  886 |       274 | 2025-03-31 07:48:57 | 0x01             |
|  887 |        41 | 2025-03-31 07:48:59 | 0x01             |
|  888 |       347 | 2025-03-31 07:49:08 | 0x01             |
|  889 |       264 | 2025-03-31 07:49:15 | 0x01             |
|  890 |       117 | 2025-03-31 07:49:22 | 0x01             |
|  891 |       317 | 2025-03-31 07:49:25 | 0x01             |
|  892 |       393 | 2025-03-31 07:49:33 | 0x00             |
|  893 |       401 | 2025-03-31 07:59:45 | 0x00             |
|  894 |        10 | 2025-03-31 08:19:38 | 0x01             |
|  895 |       116 | 2025-03-31 10:11:14 | 0x00             |
|  896 |       264 | 2025-03-31 16:28:54 | 0x01             |
|  897 |       360 | 2025-04-01 07:36:23 | 0x01             |
|  898 |       377 | 2025-04-01 10:48:14 | 0x01             |
|  899 |       509 | 2025-04-01 10:48:16 | 0x00             |
|  900 |        27 | 2025-04-01 10:48:22 | 0x01             |
|  901 |       401 | 2025-04-01 10:48:28 | 0x01             |
|  902 |       274 | 2025-04-01 10:48:30 | 0x01             |
|  903 |       264 | 2025-04-01 11:07:28 | 0x01             |
|  904 |        17 | 2025-04-01 11:07:33 | 0x01             |
|  905 |       117 | 2025-04-01 11:07:36 | 0x01             |
|  906 |        41 | 2025-04-01 11:07:39 | 0x01             |
|  907 |       377 | 2025-04-01 11:07:45 | 0x01             |
|  908 |       264 | 2025-04-01 14:22:15 | 0x01             |
|  909 |       347 | 2025-04-01 14:22:24 | 0x01             |
|  910 |       310 | 2025-04-01 15:16:44 | 0x01             |
|  911 |       480 | 2025-04-02 17:12:37 | 0x00             |
|  912 |        38 | 2025-04-02 17:12:38 | 0x01             |
|  913 |       117 | 2025-04-02 17:12:44 | 0x01             |
|  914 |       510 | 2025-04-02 17:12:46 | 0x01             |
|  915 |       264 | 2025-04-03 08:56:07 | 0x01             |
|  916 |       347 | 2025-04-03 08:56:07 | 0x01             |
|  917 |       117 | 2025-04-03 08:56:13 | 0x01             |
|  918 |       116 | 2025-04-03 08:56:20 | 0x00             |
|  919 |        28 | 2025-04-03 08:56:27 | 0x01             |
|  920 |       339 | 2025-04-03 17:46:07 | 0x01             |
